name,blurb,slug,category,name_len,name_len_clean,launched_at_weekday,deadline_hr,created_at_month,launched_at_hr,create_to_launch_days,launch_to_deadline_days,SuccessfulBool,usd_goal,category_success_rate,category_popularity,category_median_goal,goal_vs_cat_median,location_popularity,location_success_rate
"R-CON: Run Faster, Run Longer (Canceled)",R-CON is a wearable that measures running form. Instantly know when your form is breaking down and when you are running your strongest.,r-con-run-faster-run-longer,Wearables,6.0,6.0,Friday,9,3,9,70,30,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,8.000014093678072,0.374916163648558
"RISTMATE®, smartphone wrist dock and much more. (Canceled)","A beautiful biometric smartphone wrist dock, features a revolutionary reusable adhesive; 3 position phone stand and multi-purpose tool.",ristmate-smartphone-wrist-dock-and-much-more,Wearables,8.0,7.0,Sunday,21,11,14,237,56,0,11.65486763761084,0.2976313079299691,6.879355804460439,10.308985993422082,0.8526612989112194,8.000014093678072,0.374916163648558
"StreetskatePRO's  Knee, Shin, & Ankle pad compression sleeve",The first action sports training sleeve/leg protector of its kind to offer an unduplicated level of targeted protection!,streetskatepros-knee-shin-and-ankle-pad-compressio,Wearables,8.0,8.0,Monday,15,10,15,15,45,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,8.000014093678072,0.374916163648558
HALLAM new york SMART JACKET 2.0 for TRAVEL with 29 FUNCTION (Canceled),"The world's most advanced jacket for SMARTPHONE USER ,for WORKOUT, for TRAVEL, for OUTDOOR /Bluetooth Charging Wearable Apparel",hallam-new-york-smart-jacket-20-for-travel-for-out,Wearables,12.0,10.0,Saturday,4,10,4,43,45,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,7.323170717943469,0.4346965699208443
Versa Prima: The First Portable And Wearable LED Strip,Versa Prima: The first portable and wearable LED strip that's controlled via Bluetooth. Designed to be versatile for your creativity.,versa-prima-the-first-portable-and-wearable-led-st,Wearables,9.0,9.0,Tuesday,14,10,14,32,27,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,8.000014093678072,0.374916163648558
CHEMION: The World's First Smart Glasses (Canceled),CHEMION is an eyewear device that lets you show your creativity to the world.,chemion-the-worlds-first-smart-glasses,Wearables,7.0,7.0,Tuesday,18,11,18,8,50,0,9.210440366976517,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7412445459642786,4.941642422609304,0.14184397163120568
SKIN - Wearable music remote control for your mobile phone,SKIN - The wearable music remote control which makes your fitness lifestyle a bit easier,skin-wearable-music-remote-control,Wearables,10.0,8.0,Monday,16,10,16,2,30,0,9.131506991105464,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7781677866746594,1.3862943611198906,0.2
YEPZON™ FREEDOM: A Personal Safety Alarm w/Global Locator,"Send an alert for help and find missing people, pets, and valuables with the touch of a button. Get yours today!",save-lives-fund-the-personal-safety-alarm,Wearables,8.0,8.0,Sunday,20,12,20,69,45,0,11.51293546492023,0.2976313079299691,6.879355804460439,10.308985993422082,0.7902509652103298,8.000014093678072,0.374916163648558
Elbee: Wireless in-ear headphones with smart features,Enjoy high-quality sound and the possibility to control your smartphone and apps using custom voice commands and head movements.,elbee-wireless-in-ear-headphones-with-smart-featur,Wearables,7.0,6.0,Monday,11,9,11,24,40,0,12.429220196836383,0.2976313079299691,6.879355804460439,10.308985993422082,1.1379080642010313,4.007333185232471,0.23214285714285715
Owl (Canceled),"Owl is a fitness tracker along with an accompanying iOS app, that is both fun and interactive for children.",owl-0,Wearables,2.0,2.0,Tuesday,6,5,6,22,30,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,5.0369526024136295,0.2
Tempi - The Smart Way to Monitor Temperature and Humidity,Tempi Is a Wearable Bluetooth Device That Gives Accurate Temperature and Humidity Readings.,tempi-the-smart-way-to-monitor-temperature-and-hum,Wearables,10.0,8.0,Monday,17,11,17,62,30,0,10.714439990727769,0.2976313079299691,6.879355804460439,10.308985993422082,0.34036038034547045,8.000014093678072,0.374916163648558
Instantly Call for Help with Wearable SOS Ring - Mangos Ring,Instantly alert and show friends and family where you are during an assault or an emergency with a ring that fits on your finger,mangos-ring,Wearables,11.0,9.0,Wednesday,12,1,10,165,29,0,10.308985993422082,0.2976313079299691,6.879355804460439,10.308985993422082,0.0,8.000014093678072,0.374916163648558
Displays feelings without words..PHOTO SHIRT 2 U 4 CHRISTMAS,"....SHARES YOUR PHOTOS, viral pics, things you like or don't. Your latest ideas, news, clever sayings & memes. WITH CHRISTMAS DELIVERY.",let-folks-know-your-feelings-without-a-word-2u4-ch,Wearables,9.0,9.0,Saturday,14,9,17,32,49,0,9.96415923206886,0.2976313079299691,6.879355804460439,10.308985993422082,-0.2962652027902517,6.148468295917647,0.31982942430703626
SDJ-01: The World's First Self-Drying Jacket (Canceled),"A KickStarter exclusive! Introducing the Falyon SDJ-01, the world's FIRST self-drying jacket.",sdj-01-the-worlds-first-self-drying-jacket,Wearables,7.0,7.0,Wednesday,14,9,14,20,35,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,3.367295829986474,0.4666666666666667
3Dmotion Smart Sensor for Active Sports (Canceled),"Cycling, running, swimming or swinging measure it all with one 3Dmotion Smart Sensor.",3dmotion-smart-sensor-for-active-sports,Wearables,7.0,6.0,Sunday,17,12,17,16,30,0,10.494430079684625,0.2976313079299691,6.879355804460439,10.308985993422082,0.1701174607231746,5.293304824724492,0.225
The Proxy - Mobile Sound System (Canceled),"YOUR MUSIC, MOBILE ASSISTANT, TEXTS, EMAIL AND PHONE CALLS STRAPPED TO YOUR WRIST.  MEET THE FOUR BUTTONS THAT WILL CHANGE YOUR LIFE!",the-proxy-mobile-sound-system,Wearables,7.0,7.0,Monday,8,3,8,58,30,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,6.80128303447162,0.21666666666666667
WiTology: The World’s most Supercharged Messenger Bag,"Combining style and function, WiTology brings you the world's most Supercharged Urban C-SERIES : The Urban Messenger, Wallet & Mini",witology-the-worlds-most-supercharged-messenger-ba,Wearables,7.0,6.0,Tuesday,6,10,7,32,26,0,10.74284347189018,0.2976313079299691,6.879355804460439,10.308985993422082,0.3603683498379635,7.633369649679584,0.3313981615868408
TheVDOCK V-GRIPS: Cell Phone BODY GRIPS - Phone Apparel WOW!,The VDOCK is the only way to Dock your Cell Phone that keeps your device open for easy Swipe & Type! This Product makes life easier.,thevdock-aka-vgrips-cell-phone-body-grips-new-conc,Wearables,10.0,10.0,Tuesday,23,12,23,56,30,0,11.338583982516495,0.2976313079299691,6.879355804460439,10.308985993422082,0.7078377385133293,5.68697535633982,0.2939189189189189
eLSD:   Super charge the Creative Power of your mind !,Increase your creative potential - brainwaive entrainment - lucid dreaming - psychedelic steampunk cyber goggles - USB MIDI iPad iPhone,elsd-super-charge-the-creative-power-of-your-mind,Wearables,10.0,7.0,Saturday,7,9,7,9,40,0,8.17096360429995,0.2976313079299691,6.879355804460439,10.308985993422082,-1.1435927891235438,5.19295685089021,0.16022099447513813
Illuminated Running Footwear (Canceled),Illuminated performance footwear.,illuminated-running-footwear,Wearables,4.0,4.0,Tuesday,19,10,19,45,60,0,11.082157933374816,0.2976313079299691,6.879355804460439,10.308985993422082,0.5727699992388139,5.049856007249537,0.28662420382165604
Develop an invisible suit so you can be totally invisible.,Imagine all you could do if you were able to become invisible.  Imagine the places you could go and things you could see.,develop-an-invisible-suit-so-you-can-be-totally-in,Wearables,10.0,5.0,Thursday,11,7,11,0,30,0,11.918397239722838,0.2976313079299691,6.879355804460439,10.308985993422082,0.9591246197585014,5.726847747587197,0.16883116883116883
TheVDOCK: The World's first Cell Phone holder Body Grips,The VDOCK is the World's first line of Cell Phone holders that uses Magnets for the body and can be hidden under clothing.,thevdock-cell-phone-accessories-thats-never-been-s,Wearables,9.0,9.0,Tuesday,11,2,11,3,28,0,8.412054873292933,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0636519422288024,5.68697535633982,0.2939189189189189
VRING: Stop Swiping and Start Living. (Canceled),"With one click and command, your phone will do exactly what you want so you can have more time to focus on the things that matter most.",vring-stop-swiping-and-start-living,Wearables,7.0,6.0,Wednesday,19,9,19,39,40,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,8.000014093678072,0.374916163648558
Elecwear Sports Vest LED Blinkers with Bluetooth Speakers,"There are more than 1000 bicyclist accidents every year, and the ELECWEAR sports vest and it's LED features helps cyclists be seen!",elecwear-sports-vest-led-blinkers-with-bluetooth-s,Wearables,8.0,7.0,Friday,9,8,9,1,30,0,10.308985993422082,0.2976313079299691,6.879355804460439,10.308985993422082,0.0,5.579729825986222,0.20676691729323307
Ghost Shield Photochromic Technology (Canceled),"The World's clearest, fastest transitioning, and toughest photochromic technology. Originally developed for the U.S. Military.",ghost-shield-photochromic-technology,Wearables,5.0,5.0,Friday,11,4,11,0,30,0,12.611541086966115,0.2976313079299691,6.879355804460439,10.308985993422082,1.1946964396503743,6.80128303447162,0.21666666666666667
Harsaa - Wireless Earbuds Taking Technology to Next Level,Harsaa is a small compact wireless Bluetooth earbud packed with big tech features and deliver far more than just listening to music.,harsaa-wireless-earbuds-taking-technology-to-next,Wearables,9.0,8.0,Wednesday,14,6,14,42,30,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,6.80128303447162,0.21666666666666667
Titanium Watch with S.I.T. & Holistic Properties (Canceled),Watches that helps a person with everyday stress and anxiety by implementing natural stones and Subconscious Influence Technology,titanium-wristwatch-with-sit-and-holistic-properti,Wearables,8.0,7.0,Tuesday,9,2,9,105,30,0,9.798182590890704,0.2976313079299691,6.879355804460439,10.308985993422082,-0.41264156399248103,6.71174039505618,0.17496962332928312
Alkimees | Necklace-Inspired Earphones (Canceled),"Tangle-free and fashionable, Alkimees come with interchangeable pendants for every occasion.",alkimees-necklace-inspired-earphones,Wearables,5.0,5.0,Tuesday,14,3,14,36,40,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,6.066108090103747,0.42592592592592593
SNAPTRAX -  BLUETOOTH BASEBALL CAP (Canceled),Snaptrax is the ultimate in wearable technology.  A baseball cap with a hidden bluetooth device for vocal control of your smartphone.,snaptrax-bluetooth-baseball-cap,Wearables,6.0,6.0,Wednesday,19,2,19,150,30,0,11.906186727628814,0.2976313079299691,6.879355804460439,10.308985993422082,0.9544342243437963,5.298317366548036,0.208955223880597
Dlodlo V1 | Opening A New World of VR (Canceled),The world's most portable VR Glasses:: Dlodlo V1,dlodlo-v1-opening-a-new-world-of-vr,Wearables,10.0,9.0,Wednesday,10,7,10,63,40,0,12.206077645517674,0.2976313079299691,6.879355804460439,10.308985993422082,1.063707355185497,8.000014093678072,0.374916163648558
Tik&Dik the surgery's fun and printed sterile kit for kid,"Dull and plain surgery's kit out ! Long life Tik & Dik,the fun and colorful printed sterile kit for kid waiting surgery in hospitals!",tikanddik-the-surgerys-fun-and-printed-sterile-kit,Wearables,10.0,7.0,Monday,3,6,3,153,30,0,11.408135736382464,0.2976313079299691,6.879355804460439,10.308985993422082,0.741532378437016,3.2188758248682006,0.07692307692307693
Laser Headphones (Canceled),Imagine having your headphones pause your music for you just by taking them off.,laser-headphones,Wearables,3.0,3.0,Friday,17,3,17,2,30,0,12.429220196836383,0.2976313079299691,6.879355804460439,10.308985993422082,1.1379080642010313,5.7745515455444085,0.33436532507739936
The Man-Can Clip,"Keep your friends close and your beer closer. Your hip is where you brew belongs, not left alone amongst thirsty ""friends"".",the-man-can-clip,Wearables,3.0,3.0,Monday,6,8,6,7,14,0,8.160803920954665,0.2976313079299691,6.879355804460439,10.308985993422082,-1.1468251663881655,3.4657359027997265,0.12121212121212122
Colorful Custom Earphones,We'd like to offer a real variety of color options. Help us start creating earphones that really express your personality.,colorful-custom-earphones,Wearables,3.0,3.0,Monday,14,10,14,2,30,0,8.160803920954665,0.2976313079299691,6.879355804460439,10.308985993422082,-1.1468251663881655,4.804021044733257,0.2682926829268293
Earbuddy,"Earbuddy is here, never lose your Bluetooth earbud again,Earbuddy is a two piece keychain that unsnaps into a Bluetooth earbud with mic",earbuddy,Wearables,1.0,1.0,Wednesday,14,5,14,8,60,0,10.25524912360326,0.2976313079299691,6.879355804460439,10.308985993422082,-0.052342769823387265,5.303304908059076,0.24752475247524752
Christian DiLusso Watches,It's time to move forward.,christian-dilusso-watches-0,Wearables,3.0,3.0,Wednesday,13,9,13,100,30,0,9.297190319270074,0.2976313079299691,6.879355804460439,10.308985993422082,-0.6990276934781949,3.091042453358316,0.34782608695652173
"TheMagHatter - truck hat rack, vehicle cap or hat rack",The ULTIMATE solution to the age old problem of – Where do I put my hat or cap when I get in my vehicle?  Patent pending  hat rack.,themaghatter-truck-hat-rack-vehicle-cap-or-hat-rac,Wearables,10.0,9.0,Friday,23,12,14,24,30,0,9.210440366976517,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7412445459642786,4.189654742026425,0.2537313432835821
Cage Hat,The Cage Hat is a system to protect American Football Players Head and Neck during play.,cage-hat,Wearables,2.0,2.0,Monday,18,11,17,22,20,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,8.000014093678072,0.374916163648558
Personal Neckband Cooler/Warmer,"A band of rubber tubes attached in between two freezable, squeezable reservoirs which is placed around your neck.",personal-neck-cooler-heater,Wearables,3.0,3.0,Monday,16,3,16,1,60,0,11.234311988222752,0.2976313079299691,6.879355804460439,10.308985993422082,0.6550953013504021,6.129050210060545,0.24782608695652175
Cayden Onesie,I have an idea to make a onesie that can monitor your baby's heartbeat and O2 stats,cayden-onesie,Wearables,2.0,2.0,Tuesday,20,12,20,7,30,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,5.0369526024136295,0.2
Dynamic™ Sports Development- Performance Insoles,The best sports and training support products on the market today.,dynamictm-sports-development-performance-insoles,Wearables,5.0,5.0,Friday,1,7,0,22,38,0,10.691967639914864,0.2976313079299691,6.879355804460439,10.308985993422082,0.3242417818012026,4.990432586778736,0.14189189189189189
The Cell Glove,The Cell Glove is a wearable cellphone case designed to allow the wearer to be able to access their phone while having that hand free.,the-cell-glove,Wearables,3.0,3.0,Thursday,11,11,11,17,60,0,7.601402334583733,0.2976313079299691,6.879355804460439,10.308985993422082,-1.3103803595328476,4.941642422609304,0.3191489361702128
Motion Mouse: Input Device for the Physically Impaired,"Affordable, widely available, and easy to learn computer mouse for those who are physically impaired.",motion-mouse-input-device-for-the-physically-impai,Wearables,8.0,6.0,Thursday,16,12,16,14,30,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,5.5134287461649825,0.30522088353413657
Simplify the return of lost valuables.,Finders Fee Tags are small stickers that allow you to tag your valuables the same way you tag your bags at the airport.,help-us-become-the-worlds-largest-lost-and-found-c,Wearables,6.0,4.0,Wednesday,1,8,1,64,30,0,9.307492826477166,0.2976313079299691,6.879355804460439,10.308985993422082,-0.6938934854775972,4.634728988229636,0.25961538461538464
Erisonic Bluetooth Rechargeable Smart Wallet for Men & Women,No worries of where to find your wallet and phone! Erisonic Smart Wallet will always help you.,erisonic-bluetooth-rechargeable-smart-wallet-for-m,Wearables,9.0,8.0,Monday,20,10,20,3,60,0,7.601402334583733,0.2976313079299691,6.879355804460439,10.308985993422082,-1.3103803595328476,5.19295685089021,0.2596685082872928
The Kooshy Travel Pillow,First class travel for economy class passengers is now possible with the use of The Kooshy travel pillow!!,the-kooshy-travel-pillow,Wearables,4.0,4.0,Wednesday,12,9,12,1,30,0,8.936126646118181,0.2976313079299691,6.879355804460439,10.308985993422082,-0.8640957035957867,4.787491742782046,0.1322314049586777
Diamodo Live,Diamodo smart jewelry art is proven live waiting for your support now!,diamodo-live,Wearables,2.0,2.0,Monday,14,11,14,6,60,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,8.000014093678072,0.374916163648558
Stone Shirt: Functional Gym and Fitness Shirt,Helps keep bars and implements in place during exercise and training leading to enjoyable productive workouts.,stone-shirt-functional-gym-and-fitness-shirt,Wearables,7.0,6.0,Thursday,23,10,23,11,27,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,5.568344503761097,0.23574144486692014
Concealable Roller Skate (Wind Wheels),Foldable roller skates that can be hidden under your pants and be pulled out to ride the wind at any time--- The Wind Wheels!,concealable-roller-skate-wind-wheels,Wearables,5.0,5.0,Friday,14,12,14,1,30,0,9.798182590890704,0.2976313079299691,6.879355804460439,10.308985993422082,-0.41264156399248103,5.707110264748875,0.23509933774834438
Battery Plug - Plug in any electronic device,"Battery Plug is a portable electrical power supply with a rechargeable battery that allows you to plug whatever, wherever you want!",battery-plug-clean-energie-everywhere,Wearables,8.0,6.0,Monday,17,12,20,30,59,0,10.539860751088032,0.2976313079299691,6.879355804460439,10.308985993422082,0.20772510170631306,2.9444389791664403,0.1
"Share and connect social circles instantly, first impression","Qoo Bracelet is social media you wear.  Share music, videos, pics and more in seconds. Connect others instantly to your social media.",qoo-bracelet-offline-social-media-share-not-connec,Wearables,8.0,7.0,Sunday,21,1,21,4,30,0,8.987321812850125,0.2976313079299691,6.879355804460439,10.308985993422082,-0.8422842477398086,0.6931471805599453,0.3333333333333333
Apex-ID Adventure Bands,A unique and innovative personal identification system in the form of a punched key wristband uniquely keyed to each member account.,apex-id-adventure-bands,Wearables,3.0,3.0,Friday,15,3,15,7,30,0,9.61587214452889,0.2976313079299691,6.879355804460439,10.308985993422082,-0.5265693477259393,5.958424693029782,0.2912371134020619
Robotic eyes (Badass eye expressions),"Electronic Robotic eyes. Almost one year to Halloween, but prepare yourself!
Filmmakers would find useful too for special effects!",robotic-eyes-badass-eye-expressions,Wearables,5.0,5.0,Thursday,9,11,9,2,15,0,8.950491711222766,0.2976313079299691,6.879355804460439,10.308985993422082,-0.8580233994014482,7.633369649679584,0.3313981615868408
The Precision-SSS: Sports-Science Wearable for Athletes.,The Fitbit for athletes & sports people who want to reduce injuries and improve performance.,the-precision-sss-sports-science-wearable-for-athl,Wearables,6.0,5.0,Friday,17,10,17,22,30,0,11.029732420455916,0.2976313079299691,6.879355804460439,10.308985993422082,0.5427581658936776,7.633369649679584,0.3313981615868408
Does your job make you leave your phone off or put away?,"Relay—a Bluetooth 4.1 low-energy device— silently notifies you of calls, emails or texts from specific contacts on your smartphone.",put-your-phone-away-with-relay,Wearables,12.0,7.0,Friday,19,2,15,28,20,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,4.499809670330265,0.2087912087912088
Vulpro,"Pools,rivers,lakes, waterways are becoming more contaminated; Vulpro protects female genitalia from bacteria,germs,chemicals,and debris",vulpro,Wearables,1.0,1.0,Tuesday,20,4,20,854,30,0,9.210440366976517,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7412445459642786,5.579729825986222,0.20676691729323307
Court Vision - Lighted Training Apparel,Improving a player’s “court vision” or peripheral vision has multiple problems. We have the solution!,court-vision-lighted-training-apparel,Wearables,6.0,6.0,Thursday,15,6,15,6,45,0,11.289794413577894,0.2976313079299691,6.879355804460439,10.308985993422082,0.6835050543855206,4.990432586778736,0.14189189189189189
ARTSTATE - GPS Solar Watch,ARTSTATE –GPS Watch combining analog watch with GPS signal. A Watch that tells you the exact Time and Time Zone no matter where you are,artstate-gps-solar-watch,Wearables,5.0,5.0,Sunday,0,9,0,11,40,0,10.544635755562204,0.2976313079299691,6.879355804460439,10.308985993422082,0.21159695491604255,4.2626798770413155,0.4027777777777778
Backpack NEW EZ FLIP BAG perfect for a laptop and gym gear,A new All-In-One Backpack for all your stuff! A secure way to Easily Flip open and work on your laptop while traveling. Made in USA!,backpack-new-ez-flip-bag-perfect-for-a-laptop-and,Wearables,12.0,9.0,Wednesday,12,12,12,36,60,0,10.993748398115178,0.2976313079299691,6.879355804460439,10.308985993422082,0.521624547745171,5.958424693029782,0.2912371134020619
The BodyBand,The BodyBand is an alternative to the the armband and another way capture video with your cellphone simultaneously.,the-bodyband,Wearables,2.0,2.0,Tuesday,17,6,17,70,30,0,8.412054873292933,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0636519422288024,7.323170717943469,0.4346965699208443
TORBOL - NFC LEATHER BRACELET,"Almost all NFC bracelets are made of silicone. I personally wouldn't wear it. 
Our leather bracelet looks much better!",torbol-nfc-leather-bracelet,Wearables,5.0,5.0,Thursday,7,9,7,66,30,0,7.297822522766513,0.2976313079299691,6.879355804460439,10.308985993422082,-1.3890813415434602,3.6375861597263857,0.3333333333333333
SimpliCT,MAKE YOUR WATCH SMART : SimpliCT Band: a simple way to transform almost any watch in a connected watch,simplict,Wearables,1.0,1.0,Monday,5,9,5,60,60,0,10.894091610477446,0.2976313079299691,6.879355804460439,10.308985993422082,0.4606510404753666,3.2188758248682006,0.07692307692307693
"Fully Functioning, wearable Iron Man suit",have you ever seen a person wearing a fully functional Iron Man suit??  i want to build one and be that guy!,fully-functioning-wearable-iron-man-suit,Wearables,6.0,6.0,Thursday,21,8,21,0,25,0,7.710741402059448,0.2976313079299691,6.879355804460439,10.308985993422082,-1.280446113029557,2.0794415416798357,0.1111111111111111
Power Watch Prototype,"I need $100,000 to fund a working prototype for a watch that CAN generate ITS own energy via magnets",power-watch-prototype,Wearables,3.0,3.0,Monday,12,1,12,3,30,0,11.51293546492023,0.2976313079299691,6.879355804460439,10.308985993422082,0.7902509652103298,4.0943445622221,0.21311475409836064
The XG4: The Shoe Insole That Makes You Faster. Really.,"The XG4 is an ultra-lightweight, carbon fiber shoe insole designed to maximize speed, propulsion and agility.",the-xg4-the-shoe-insole-that-makes-you-faster-real,Wearables,10.0,10.0,Monday,9,6,9,139,41,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,4.804021044733257,0.2682926829268293
Heated E Boots Battery Powered Amazing Warmth,"Winter is here & just in time we have developed these very affordable battery powered heated boots, no more cold feet !",heated-house-boots-battery-powered-amazing-warmth,Wearables,7.0,7.0,Wednesday,19,11,19,1,30,0,8.188066722458931,0.2976313079299691,6.879355804460439,10.308985993422082,-1.1381275965533166,4.941642422609304,0.14184397163120568
Smart Pj's: wearable tech brings bedtime stories to life,The world's first interactive pajamas. Just scan one of the dots on the pj's for a bedtime story. Each pattern is a new story!,smart-pjs-wearable-tech-brings-bedtime-stories-to,Wearables,9.0,8.0,Wednesday,1,8,16,28,30,0,9.210440366976517,0.2976313079299691,6.879355804460439,10.308985993422082,-0.7412445459642786,4.499809670330265,0.2087912087912088
NanoGuard Odor Killer Socks,NanoGuard Formal Wear Socks. The first of its kind nano-silver that fights off and eliminates odor causing bacteria.,nanoguard-odor-killer-socks,Wearables,4.0,4.0,Tuesday,18,8,14,14,31,0,9.392745258631441,0.2976313079299691,6.879355804460439,10.308985993422082,-0.6503653161188206,5.7745515455444085,0.33436532507739936
YodelUP: on-glove wearable for music and communication,Introducing the world’s first on-glove wearable. Walkie-talkie with friends & control your music. Never take your gloves off again!,yodelup-on-glove-wearable-for-music-and-communicat,Wearables,7.0,5.0,Wednesday,1,2,7,21,29,0,10.68555221398157,0.2976313079299691,6.879355804460439,10.308985993422082,0.31959215236890254,5.293304824724492,0.225
SPEKTRE,"Luminous system conceived especially for the helmets motorcycle.
Electroluminescent wire flat, adhesive, with refillable battery.",spektre,Wearables,1.0,1.0,Monday,2,3,2,45,30,0,10.288733920545187,0.2976313079299691,6.879355804460439,10.308985993422082,-0.020049727035989857,2.6390573296152584,0.13333333333333333
Tempi - A Small Bluetooth Thermometer for Smartphones,Tempi is a Bluetooth Wearable Thermometer that measures the temperature in your immediate surroundings. WE ARE RELAUNCHING See below,tempi-the-smart-wearable-thermometer-for-mobile-de,Wearables,8.0,7.0,Tuesday,1,6,14,110,40,0,10.819798284210286,0.2976313079299691,6.879355804460439,10.308985993422082,0.4126474471078258,8.000014093678072,0.374916163648558
Smallest flexible motorbike Head-Up Display HUD with cameras,"Fits on any helmet, built on proven technology, BIKEHUD ADVENTURE is the smallest, lightest, most advanced motorcycle Head-Up Display",smallest-flexible-motorcycle-head-up-display-with,Wearables,8.0,7.0,Wednesday,3,10,3,20,30,0,12.143298808554533,0.2976313079299691,6.879355804460439,10.308985993422082,1.0417995145463832,7.633369649679584,0.3313981615868408
SLNGR Phone Holder Neck Strap,"SLNGR is a neck strap apparatus that props your phone up front and center for easy, hands-free viewing.",slngr-phone-holder-neck-strap,Wearables,5.0,5.0,Thursday,12,12,12,16,30,0,10.463131911491967,0.2976313079299691,6.879355804460439,10.308985993422082,0.14336060556019123,8.000014093678072,0.374916163648558
Buddy. The Dog Collar Reimagined.,Buddy is an LED dog collar with GPS and Bluetooth technology that keeps dogs safe while tracking & organizing your pets daily activity.,buddy-the-dog-collar-reimagined,Wearables,5.0,5.0,Monday,10,7,10,11,30,0,12.546940610693653,0.2976313079299691,6.879355804460439,10.308985993422082,1.1749418394906297,5.19295685089021,0.16022099447513813
K.A.A.R. Brace Project,This project hopes to create a modular shoulder brace using sensors to determine position and to limit movement of an injured shoulder,kaar-brace-project,Wearables,3.0,3.0,Tuesday,10,2,10,16,30,0,6.68586094706836,0.2976313079299691,6.879355804460439,10.308985993422082,-1.5310708933864863,6.71174039505618,0.17496962332928312
WOOband - wristband that PREVENTS you from losing your phone,"Simple-Preventative-Rechargeable-Interchangeable- Stylish
Wristband that prevents phone loss & missed calls, keeping you connected.",the-wristband-that-prevents-you-from-losing-your-p,Wearables,10.0,6.0,Tuesday,18,4,18,133,30,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,6.71174039505618,0.17496962332928312
GlowTie : A Modern LED Bow-tie for a Digital Age,"Glow-Tie is a Self-Contained, Rechargeable, Re-Programmable Style Statement. Light up your life with a Glow-Tie",glowtie,Wearables,10.0,8.0,Tuesday,21,12,0,607,32,0,11.385103457032141,0.2976313079299691,6.879355804460439,10.308985993422082,0.7304995454033718,5.998936561946683,0.297029702970297
Fund Raiser for NMCA,New Mexico Connections Academy FUNdraiser!,fund-raiser-for-nmca,Wearables,4.0,3.0,Tuesday,16,5,10,82,34,0,8.517393171418904,0.2976313079299691,6.879355804460439,10.308985993422082,-1.0266123368734077,4.189654742026425,0.2537313432835821
Jimeez Premium Bluetooth  Headphones Lock in Design,Lock-in design bluetooth headphones.No worry of fall-out. Water resistant.Superior sound.Dual Microphones deliver crystal clear calls.,jimeez-premium-bluetooth-headphones-lock-in-design,Wearables,7.0,6.0,Tuesday,18,5,18,15,30,0,10.596659732783579,0.2976313079299691,6.879355804460439,10.308985993422082,0.25283728764513563,5.117993812416755,0.23809523809523808
Stoked Wearable Technology,A discreetly hidden high definition video/audio camera which can live stream to your/others smartphones.Post directly to social media.,stoked-wearable-technology,Wearables,3.0,3.0,Tuesday,10,2,10,46,30,0,10.709255569723014,0.2976313079299691,6.879355804460439,10.308985993422082,0.33666477258564026,7.633369649679584,0.3313981615868408
Count Bites,Count Bites is a health promotion wristband and mobile app that facilitate weight loss by quantifying and tracking food intake.,count-bites,Wearables,2.0,2.0,Monday,15,10,15,103,30,0,10.12667110305036,0.2976313079299691,6.879355804460439,10.308985993422082,-0.16747428821828134,5.7745515455444085,0.33436532507739936
Dark Proof Shoes,"High Beam Shoes has combined a high quality sneaker with; you guessed it, a flashlight.",dark-proof-shoes,Wearables,3.0,3.0,Thursday,7,8,7,119,45,0,9.90353755128617,0.2976313079299691,6.879355804460439,10.308985993422082,-0.3403564277573643,6.80128303447162,0.21666666666666667
